cluster_id	cluster_name	num_techniques	centroid_x	centroid_y	centroid_z	radius_mean	radius_std	radius_min	radius_max	radius_p95	core_radius	boundary_radius
0	Evasion_Persistence	108	-0.2021519166666666	0.21746427777777774	-0.364827287037037	7.724594179541462	1.5324178538024984	5.011897449611494	12.769447315229476	10.746754971928953	6.932221807959837	10.746754971928953
1	Mixed_General_Purpose	445	0.12422187640449453	-0.31821437977528105	0.2590233393258428	7.611405822558799	1.5786880014946991	4.512864345922409	18.62294258632645	10.4708122189049	6.780085210096048	10.4708122189049
2	Discovery_Reconnaissance	270	-0.12387477407407406	0.43747869259259264	-0.2809784185185186	6.904570729210298	1.3554390690086937	4.161655253601551	11.606963962711756	9.36230468094538	6.158565715859766	9.36230468094538
