0.445661	-0.532520	1.631514	3.711457	-1.430550	-0.480022	-0.273151	1.233665	1.835629	2.148331	-0.266530	-0.350365	0.108802	0.765135	-0.121928	0.097878	0.066571	1.163731	-0.621555	-0.604689	-0.356450	-0.563591	-0.953746	-0.231585	-1.156910	-0.095442	0.980782	0.133128	0.151703	-0.222093	-0.803202	2.546765	-0.479345	-0.382546	-0.584325	-0.540522	1.247961	-0.482240	1.042465	0.253749	-0.733512	2.356825	-0.569360	-0.566292	-0.475480	0.447230	-0.490967	-0.449689	1.863557	1.571423	-0.648529	-0.160949	-0.343406	-0.580740	0.595767	-0.825296	-0.590134	-0.593456	0.806211	-0.415743	-0.236522	-0.339572	-0.608595	0.698950
0.054274	0.930705	0.646654	-0.630303	0.173799	-0.480022	-0.273151	2.071187	-0.914553	-0.586851	-0.266530	-0.587294	1.212816	-0.521188	0.681076	-0.765724	-1.013430	0.891454	-0.621555	0.110009	-0.356450	0.005559	-0.953746	1.352575	-0.042017	-0.596700	-1.182082	0.668672	0.432397	-0.222093	0.408670	2.107897	0.957150	-0.382546	-0.584325	0.290287	-0.187500	-0.482240	-0.853400	1.812089	0.651906	1.783933	-0.569360	-0.566292	-0.475480	0.876995	-0.490967	-0.449689	-0.526429	1.663554	0.910556	0.164774	-0.343406	0.410313	-0.696923	-0.674588	-0.590134	-0.593456	-1.006713	-0.415743	-0.236522	0.788942	-0.005207	-0.708751
-0.385918	-0.532520	0.810458	-0.630303	0.311292	1.121636	-0.273151	1.194726	0.652795	-0.923955	-0.266530	-0.587294	-0.730170	-0.521188	-0.346216	-0.160530	0.360456	0.199331	-0.621555	-0.604689	-0.356450	0.782699	0.829030	-0.431124	0.303983	-0.596700	0.161689	2.394035	-1.000415	-0.222093	-0.631998	1.924643	-0.479345	-0.382546	-0.584325	-0.128484	-0.187500	-0.482240	3.793870	1.452243	-0.733512	0.529996	-0.569360	-0.566292	-0.475480	-0.184075	-0.490967	-0.449689	0.841239	-0.784169	-0.648529	-0.546852	-0.343406	-0.580740	-0.696923	2.098386	-0.590134	0.954430	-0.643841	-0.415743	-0.236522	-1.013966	-1.387133	1.348213
1.723196	-0.532520	-0.856733	-0.630303	-0.948484	-0.313305	-0.273151	2.226287	-0.420892	0.509144	-0.266530	-0.126349	-0.730170	-0.521188	1.328858	-0.765724	-1.202317	-0.400698	0.924280	0.827891	-0.356450	-0.563591	0.581624	-1.046094	0.290159	-0.561795	0.394092	0.404811	-0.949318	-0.222093	-0.803202	0.164151	-0.479345	-0.382546	0.015951	-0.540522	-0.187500	-0.482240	-0.951745	0.439297	-0.733512	-0.385062	-0.569360	-0.566292	0.780251	2.840689	0.474360	-0.449689	0.202215	-0.784169	0.024226	-0.546852	-0.343406	0.848603	0.600552	0.263263	-0.590134	-0.593456	0.232796	0.569635	-0.236522	0.604498	-0.857782	0.404350
-0.727787	-0.532520	-0.856733	0.384958	0.319707	-0.480022	-0.273151	-0.640397	-0.755176	-0.923955	-0.266530	-0.587294	0.710416	-0.521188	1.300378	-0.765724	-1.131199	0.006597	1.941706	-0.604689	-0.356450	0.962169	3.332914	-0.329006	0.927355	-0.596700	-0.609764	-0.895501	2.197256	-0.222093	-0.582550	-0.651923	1.534846	2.405803	-0.081194	-0.540522	-0.187500	-0.482240	-0.951745	-0.932238	1.650917	-0.670231	2.432327	1.520060	0.358444	-0.175062	-0.490967	-0.449689	-1.183226	0.068187	-0.648529	4.669063	-0.343406	-0.516297	-0.318198	-1.326423	0.655416	-0.593456	-0.714878	-0.415743	0.317235	1.646157	-0.155295	-0.708751
-0.727787	1.553678	-0.309477	-0.630303	0.233740	1.928644	-0.273151	-0.640397	0.408947	2.029660	-0.266530	-0.587294	-0.730170	-0.521188	-0.839730	0.997792	-0.384327	-0.917381	1.243959	-0.604689	-0.356450	-0.563591	1.833851	0.355741	-0.055128	-0.596700	1.447092	-0.724804	-0.712622	-0.222093	0.218141	0.948386	-0.479345	-0.382546	0.255450	2.923362	-0.187500	-0.482240	1.162242	0.734791	-0.733512	2.146942	-0.569360	-0.566292	0.155070	1.211558	-0.490967	-0.449689	-0.408399	-0.677964	0.923280	-0.546852	-0.343406	0.817739	0.684081	-1.255693	-0.590134	-0.593456	-1.006713	1.008120	-0.236522	-0.000808	-1.118481	-0.708751
3.279428	-0.332664	-0.856733	-0.630303	-0.468401	-0.480022	-0.273151	2.795033	-1.036279	-0.186631	-0.266530	-0.587294	-0.730170	-0.521188	3.118339	-0.250120	-0.853019	1.886656	-0.621555	-0.604689	-0.356450	-0.563591	-0.878988	-0.482359	1.692732	-0.596700	0.364468	-0.710462	1.175077	-0.222093	-0.803202	-0.651923	-0.479345	-0.382546	-0.584325	-0.540522	-0.187500	-0.482240	-0.880787	1.140876	-0.733512	-0.703095	1.326553	-0.566292	-0.475480	-1.095017	-0.490967	-0.449689	0.128563	1.903257	-0.648529	-0.546852	-0.343406	2.795566	-0.696923	-1.326423	-0.590134	-0.593456	-0.690958	0.092961	-0.236522	-0.678254	-1.387133	1.929399
0.016751	1.943383	-0.856733	3.792483	-0.761021	5.159282	-0.273151	-0.173742	1.839787	2.834305	-0.266530	1.097897	-0.143671	-0.521188	0.079778	0.404408	0.073265	-0.917381	-0.621555	-0.604689	1.890039	-0.563591	0.447157	-0.998312	1.410223	0.475080	1.498070	-0.895501	0.128136	-0.222093	-0.588422	-0.651923	-0.479345	-0.382546	1.578160	2.118634	15.598194	-0.482240	2.270159	-0.932238	-0.733512	-0.297134	-0.056426	-0.566292	-0.113148	1.024652	3.819811	-0.449689	1.494455	-0.221167	-0.648529	-0.546852	-0.343406	-0.580740	-0.510095	-0.495934	-0.052942	-0.593456	-0.988028	2.851691	-0.236522	-1.013966	1.525943	-0.708751
-0.727787	0.798115	-0.856733	-0.630303	-0.658549	0.803272	-0.273151	1.180815	1.055132	1.861999	0.918166	-0.587294	0.756573	-0.521188	0.190688	1.574417	-1.202317	0.604960	1.027184	-0.604689	-0.356450	-0.563591	1.551019	-1.309704	-0.591332	-0.596700	-0.078641	-0.391533	-0.164973	-0.222093	2.873751	-0.651923	0.097227	-0.382546	0.906494	0.405540	-0.187500	0.453455	0.390005	-0.932238	-0.733512	0.963245	-0.569360	-0.566292	-0.291342	-1.148735	-0.490967	-0.449689	-0.661619	-0.699384	0.476130	-0.546852	-0.343406	0.251829	2.456593	-1.119166	-0.590134	-0.593456	-1.006713	-0.415743	-0.236522	0.395626	0.025532	0.072097
-0.727787	-0.532520	-0.856733	0.917590	0.047746	-0.480022	-0.273151	-0.640397	-0.461640	0.828073	-0.266530	-0.587294	1.910616	-0.521188	1.343524	-0.713153	-1.202317	-0.917381	2.222921	-0.604689	-0.356450	3.689619	1.058072	-1.121728	0.564632	-0.323998	-0.716467	-0.895501	-0.556426	-0.222093	-0.803202	-0.651923	-0.479345	1.254502	-0.584325	-0.540522	-0.187500	-0.482240	-0.951745	-0.932238	-0.733512	-0.703095	1.554907	-0.566292	0.847852	0.201592	0.560955	-0.449689	-0.135005	-0.784169	-0.648529	-0.449471	-0.343406	-0.580740	0.791236	-0.295978	2.953652	-0.593456	-0.975518	-0.415743	-0.236522	1.280136	0.835091	-0.708751
