23.508356	-14.350526
8.720480	32.580601
-2.697165	-23.191462
6.503788	-11.323468
-0.237274	40.282318
-1.022470	3.507352
4.061235	32.199482
26.726902	-12.136014
4.824311	9.649692
15.251592	5.191561
3.491755	-6.405312
13.621875	26.185268
-2.801074	2.601528
-19.956507	18.435995
-16.154650	21.360233
4.589627	17.504768
11.321411	0.664312
-10.385346	-9.643221
22.720345	-14.923459
13.479199	-8.759421
8.023753	14.175622
6.238503	26.736677
0.692229	-8.406154
-1.279513	-1.061570
-20.831669	-6.471389
-8.683859	-28.457285
-28.637249	23.798506
-23.767677	-9.211580
-3.485650	15.270824
17.333771	-26.564781
19.949926	-23.524050
-9.702322	18.552074
10.244197	-22.367195
2.960951	-29.741877
8.073232	28.594904
9.722835	14.366343
-11.238293	-16.608347
2.438973	44.369507
-0.764927	-20.763569
1.912668	-28.932358
4.439580	-34.344223
1.100389	28.321274
-5.591783	16.558563
10.708749	-39.618660
-3.666203	-31.659071
-18.926779	-11.352540
-19.038307	-21.855686
27.685989	-6.203513
16.425951	-25.930216
24.822634	-26.658728
-7.734862	-20.174351
-0.569993	-19.610500
1.639321	16.007418
-23.486248	-17.332142
16.976633	24.665852
-7.923691	-21.886377
-16.228668	-31.730646
4.096355	-11.498034
-25.914257	-20.809471
3.142524	11.055447
-2.730249	32.734211
8.701901	8.886478
5.714859	-8.913494
13.350863	-8.811543
-7.320125	41.157219
-5.928511	-3.702090
-19.660049	22.482195
20.534824	-26.178907
-13.425287	23.624260
1.318976	-22.031824
5.222618	-16.646444
-10.306635	11.826601
19.246868	-6.092444
-1.208224	40.477066
-19.356400	-10.743297
-6.041622	-8.504160
-4.336393	-23.308701
-21.594795	20.588940
-9.105310	30.722940
-14.498349	24.858480
-9.114258	-25.600573
2.297109	25.513039
21.522013	18.129763
-15.468436	-14.057843
-20.582962	-33.171890
-13.266072	-22.300968
-1.928113	-19.335493
14.633657	-33.939503
7.518243	-5.633440
-23.245440	17.925327
-8.381195	-22.329313
2.458278	44.296261
19.928104	25.761242
-23.140396	-3.492065
-0.730257	-10.141817
-19.507885	16.015823
8.323492	25.102245
11.199860	42.766495
22.390995	0.460977
4.322652	-19.902784
-23.176455	-3.480354
6.792751	-24.394600
6.886516	43.026157
19.252098	18.390434
-3.794657	-25.173075
-23.765421	-9.210970
1.467892	-28.815329
-12.224230	18.994043
12.282085	-35.062576
-10.024856	32.390865
-2.120722	-0.320437
13.221896	25.949120
-2.439462	21.232332
7.882161	-3.433321
21.235332	-1.713348
25.196321	-13.310971
-4.640918	-27.411690
7.803053	21.676075
6.565124	33.474613
25.658495	17.591230
9.231621	-26.314928
-0.582509	-7.489479
18.305336	-6.270541
-20.699949	25.763178
-14.143620	-22.568789
-5.675286	28.568008
5.760841	38.741760
18.583708	13.512401
-0.817204	-36.368267
2.031350	-9.509811
6.783864	-37.452122
0.280651	-7.437769
0.518563	15.071893
-0.534284	22.374380
4.758338	-22.173706
-10.249218	6.472575
-20.809731	32.121899
18.881256	-12.298352
-19.723856	-25.270075
-0.622544	-16.167788
7.946770	3.424398
8.379767	26.511015
23.331591	-20.111366
5.294552	-2.119588
-0.417814	32.784836
-14.073871	-20.229099
3.951911	2.862111
6.412718	23.208620
-21.427498	21.399506
4.507484	-26.253517
0.646052	21.808613
17.111399	-10.838906
17.809551	21.954660
1.352046	-35.850830
2.327340	-13.367708
13.973024	-42.614483
0.543078	21.670954
-8.011290	9.945975
-16.229347	-14.096653
-8.569975	35.058239
3.897765	-6.815571
5.115174	-12.136295
5.973796	19.577732
-10.221515	-30.998631
-6.231825	-27.336687
-4.477835	25.840330
0.326944	30.492693
-11.443627	36.808929
3.346495	8.347086
15.480457	-27.690371
-26.983866	16.895834
-13.147936	22.573572
-30.702045	-1.239170
-3.581476	-4.299017
10.556520	6.769066
-0.066370	-38.145557
-15.128282	13.687453
-4.583121	13.758997
12.585302	-14.831568
-12.660932	30.824249
4.492734	38.982521
1.070352	-31.256279
-10.373359	21.212717
-10.722567	13.869741
4.666099	16.902552
17.405863	-13.620670
-9.219752	13.904213
-6.919194	-10.449986
15.811061	-23.909533
-9.969095	-41.054295
-5.551157	-32.526588
-15.311315	14.395554
0.271040	7.581404
-17.127407	-16.761053
7.004966	42.959717
-16.789799	-12.918025
8.877284	32.609612
10.794130	-11.876104
20.486032	-10.817773
-26.780466	2.383630
0.132303	-24.394926
-8.540277	-2.395844
-16.385735	-30.834425
9.299223	18.858059
10.822678	11.971627
-1.852709	-19.483555
7.313227	-6.607036
9.573929	12.337514
-0.363263	18.806376
-13.820207	4.719310
10.408257	-20.969839
-20.286776	-32.935448
-9.920092	-12.113807
13.104591	17.042479
-5.257774	-39.760746
8.746319	-45.397194
16.777344	-6.470288
0.868028	11.018251
-20.989397	-6.453263
11.037840	43.386940
3.456574	7.154270
15.330832	8.231888
2.600782	-15.466063
-3.801921	23.748249
-16.008327	-6.081697
-17.350027	26.142941
-15.455924	-15.325436
-7.090504	-38.109478
-0.410948	26.558289
9.393147	16.268372
-11.521770	16.332645
-11.485591	21.411558
-2.843946	36.521465
7.326590	8.482645
-18.524309	22.041546
-0.996475	-13.515381
23.226990	-16.275686
-7.942958	5.745589
2.212807	20.873423
